,dates,Lake_City,Camden,Hillsboro,Phoenix_Area,Marshall,Subiaco,Hobart_Municipal_AP,Tucumcari_4_NE_,Death_Valley_National_Park,Hopewell,Neosho,Las_Animas,Blanding,Yosemite_National_Park_Area,Saluda,Clarksdale,Portales,Springerville,Ojai
494,1960-01-01,2.39,4.96,3.7,0.85,2.81,2.67,1.3,0.78,0.78,2.36,0.87,1.38,0.98,4.03,10.71,3.16,1.0,0.45,4.71
495,1960-02-01,5.24,5.6,2.1,0.04,4.65,2.24,1.23,0.69,0.3,5.28,1.03,1.82,1.36,7.87,8.64,3.26,0.5,0.15,4.02
496,1960-03-01,7.54,4.4,0.42,0.57,3.89,2.36,1.15,0.77,0.03,2.51,1.25,0.12,0.48,6.24,5.53,5.16,0.37,0.01,1.11
497,1960-04-01,3.74,2.89,2.4,0.0,2.05,2.38,0.33,0.0005,0.0,2.88,3.13,2.17,0.38,2.6,2.73,2.06,0.12,0.01,2.24
498,1960-05-01,2.94,3.32,3.04,0.0005,1.75,7.65,3.24,0.99,0.0,3.83,6.78,0.92,0.62,0.26,2.09,4.04,1.06,0.34,0.0
499,1960-06-01,9.19,5.15,7.46,0.0005,4.01,4.49,2.3,3.9,0.0005,2.92,3.05,0.54,0.0005,0.0,2.45,4.05,5.31,0.03,0.0
500,1960-07-01,10.23,0.82,1.12,0.25,4.21,3.49,4.05,10.78,0.0,6.08,6.87,4.72,0.03,0.41,4.23,2.92,9.54,0.8,0.0
501,1960-08-01,4.93,4.97,2.65,0.82,5.56,1.39,1.26,3.58,0.0,6.41,3.34,0.23,0.09,0.0,2.61,1.67,1.4,1.27,0.0
502,1960-09-01,5.84,4.17,0.52,0.12,1.37,1.89,0.84,1.52,0.0,8.28,0.48,0.65,0.13,0.24,5.22,3.93,0.84,0.53,0.0
503,1960-10-01,5.21,5.03,3.53,0.67,2.66,2.59,6.15,4.75,0.19,3.2,3.2,2.85,2.5,0.51,1.74,4.08,4.59,2.81,0.0
504,1960-11-01,0.05,2.7,1.25,0.0005,1.1,1.12,0.28,0.0005,,0.82,2.06,0.15,0.49,5.96,0.38,3.59,0.0,0.0,5.6
505,1960-12-01,2.08,7.53,6.38,0.07,1.77,6.42,1.99,1.68,0.0,2.38,3.57,1.07,0.72,2.56,2.43,4.71,1.86,1.14,0.45
506,1961-01-01,4.75,2.21,5.72,0.23,1.78,0.75,0.07,0.12,0.14,4.08,0.0005,0.02,0.42,1.72,3.18,1.45,0.6,0.04,1.87
507,1961-02-01,3.45,4.94,4.53,0.01,5.56,3.08,1.35,0.19,0.0005,5.28,2.57,0.81,0.14,2.45,8.3,8.53,0.13,0.1,0.0
508,1961-03-01,1.36,7.5,2.87,0.41,4.16,6.08,2.49,2.37,0.0005,4.09,4.43,0.94,1.79,4.77,7.7,10.35,1.44,0.97,0.48
509,1961-04-01,5.45,3.0,1.17,0.0005,3.11,2.24,1.36,1.05,0.09,2.38,2.38,0.24,0.67,1.59,6.31,3.25,0.34,0.22,0.36
510,1961-05-01,4.1,3.14,2.29,0.0005,2.86,10.8,1.72,0.47,0.01,5.71,12.24,1.65,0.23,1.93,3.95,6.26,0.35,0.07,0.02
511,1961-06-01,,2.94,8.68,0.0005,4.27,5.83,5.15,1.78,0.0005,4.94,2.59,2.32,0.0005,0.1,4.69,4.03,1.51,0.06,0.0
512,1961-07-01,3.47,11.13,6.79,0.4,4.15,10.41,2.95,1.73,0.0005,3.49,5.37,,0.78,0.36,2.94,8.4,,3.02,0.0
513,1961-08-01,13.86,5.22,0.45,2.11,9.6,3.64,2.31,4.0,0.75,6.01,3.25,2.88,1.6,0.72,3.94,3.27,3.82,2.5,0.04
514,1961-09-01,1.3,5.05,2.99,0.22,1.77,2.93,3.57,1.32,0.0,3.21,7.34,0.87,1.63,1.01,1.13,1.36,1.02,2.14,0.15
515,1961-10-01,0.6,3.11,3.52,0.08,3.17,1.61,3.35,1.04,0.01,8.79,2.32,0.22,1.65,0.97,0.52,1.22,0.32,3.04,0.0
516,1961-11-01,2.16,8.41,5.29,0.12,4.71,5.64,3.19,1.58,0.25,1.46,2.9,0.72,0.79,3.53,1.88,8.1,2.1,1.62,4.44
517,1961-12-01,1.05,8.7,2.87,0.85,6.74,3.63,0.69,0.47,0.16,5.29,2.33,0.12,0.89,2.25,5.44,7.33,0.68,1.08,1.58
518,1962-01-01,1.86,6.08,1.19,1.2,5.06,3.28,0.15,0.41,0.0005,4.83,1.67,0.28,0.38,3.03,7.65,7.74,0.6,1.65,2.86
519,1962-02-01,0.76,3.09,1.85,0.83,6.19,3.44,0.09,0.09,0.39,3.49,2.05,0.05,1.64,17.24,4.4,3.82,0.39,0.46,19.56
520,1962-03-01,4.51,5.34,1.09,0.5,4.0,2.91,0.18,0.4,0.11,3.66,1.63,0.61,0.4,5.31,5.2,3.39,0.4,0.33,1.47
521,1962-04-01,2.13,3.43,2.76,0.0,3.6,2.18,2.51,0.45,0.0,4.23,3.1,0.37,0.09,0.63,,1.73,0.17,0.07,0.0
522,1962-05-01,2.19,2.7,3.02,0.0005,3.36,1.11,3.33,0.3,0.0005,2.71,2.22,2.53,0.3,1.11,2.3,3.45,0.22,0.05,0.47
523,1962-06-01,6.61,4.29,5.17,0.12,4.62,4.38,8.71,3.12,0.0,6.06,6.15,1.56,0.29,0.31,2.71,4.37,0.55,0.68,0.04
524,1962-07-01,6.91,1.68,0.08,0.1,6.71,4.57,2.18,4.8,0.0005,4.16,3.65,3.31,0.36,0.3,5.61,2.05,6.3,1.24,0.0
525,1962-08-01,5.37,3.16,0.25,0.25,2.25,5.7,1.16,0.49,0.0,2.85,2.19,0.14,0.51,0.13,2.2,2.55,0.68,1.77,0.0
526,1962-09-01,7.43,7.04,4.1,0.39,3.57,5.01,5.16,1.03,0.19,4.16,11.94,0.19,3.79,0.71,3.75,4.62,2.83,2.89,0.0
527,1962-10-01,1.46,1.9,6.61,0.0005,2.02,8.0,3.23,0.36,0.0005,0.31,2.46,0.39,1.6,1.58,1.52,1.72,0.63,0.83,0.38
528,1962-11-01,3.21,2.98,2.55,0.03,3.78,2.4,0.89,0.42,0.0,6.7,1.96,0.78,1.64,0.85,3.97,2.16,0.2,1.0,0.0
529,1962-12-01,2.53,1.36,1.46,0.48,2.51,1.6,0.84,0.73,0.08,2.44,1.52,0.11,0.41,1.23,2.65,1.31,0.38,0.43,0.04
530,1963-01-01,7.42,1.11,0.77,0.55,2.25,0.82,0.0005,0.5,0.01,2.1,0.92,0.12,0.83,10.06,5.67,0.79,0.0005,0.65,3.0
531,1963-02-01,5.03,1.35,0.31,1.16,1.67,0.83,0.24,1.52,0.65,3.37,0.24,0.11,1.25,6.5,4.43,,1.14,0.36,5.36
532,1963-03-01,1.91,4.28,0.31,0.3,9.66,3.54,1.89,0.02,0.18,3.88,1.99,0.83,0.77,7.76,4.75,4.07,0.1,0.49,3.36
533,1963-04-01,1.26,4.27,3.51,0.33,3.56,2.53,1.0,0.0,0.01,0.56,1.45,0.0,0.38,7.09,4.07,5.07,0.16,0.0005,2.69
534,1963-05-01,1.49,1.38,3.96,0.0005,4.36,2.2,4.36,2.52,0.0005,3.54,3.83,0.93,0.02,2.93,4.27,1.73,4.39,0.0005,0.25
535,1963-06-01,8.11,3.29,1.42,0.0,2.38,2.95,1.36,1.58,0.16,8.11,2.93,1.33,0.0,0.82,6.34,1.76,2.8,0.0,0.49
536,1963-07-01,4.77,3.27,1.36,0.03,4.45,3.23,1.7,2.13,0.0,1.75,2.63,0.99,0.92,0.0005,3.21,8.22,1.95,2.88,0.0
537,1963-08-01,3.82,1.07,0.04,2.68,2.16,1.35,0.98,4.9,0.0,3.16,1.89,2.16,2.18,0.2,2.16,1.28,1.69,4.03,0.0
538,1963-09-01,10.5,2.39,0.95,0.0005,2.9,2.3,2.06,1.2,1.12,3.84,1.85,1.39,1.24,0.93,6.1,0.02,4.09,1.28,1.93
539,1963-10-01,0.06,0.28,0.0,1.46,0.05,0.34,2.17,0.7,0.01,,0.05,0.16,1.25,1.85,0.26,0.0,0.24,1.03,0.55
540,1963-11-01,3.65,3.9,3.99,0.73,2.38,1.96,2.0,0.0,0.28,6.79,1.65,0.42,0.57,9.55,5.17,3.77,0.44,0.64,4.51
541,1963-12-01,2.41,5.25,1.52,0.0005,1.47,2.12,0.26,0.15,0.0,2.99,1.03,0.26,0.11,0.81,3.95,4.67,0.11,0.05,0.0
542,1964-01-01,9.18,1.35,2.96,0.22,3.6,0.47,0.71,0.03,0.03,4.19,0.51,0.01,0.18,4.49,7.26,4.24,0.08,0.0005,2.5
543,1964-02-01,7.77,2.24,1.57,0.01,3.56,3.06,2.97,1.46,0.02,4.84,2.81,0.26,0.0005,0.06,5.43,2.86,0.85,0.44,0.0
544,1964-03-01,,3.99,3.28,0.37,5.07,5.69,0.36,,0.03,1.91,3.53,0.05,0.8,3.5,9.81,4.28,0.29,0.45,2.42
545,1964-04-01,5.44,8.42,1.76,0.1,3.88,5.11,0.25,0.55,0.01,5.06,5.32,1.17,0.99,1.49,5.39,10.59,0.0005,0.42,1.15
546,1964-05-01,3.9,0.99,2.86,0.0005,2.09,6.13,4.36,0.68,0.01,2.28,2.28,4.84,0.27,,3.46,2.19,0.85,0.14,0.4
547,1964-06-01,6.78,0.6,1.68,0.0,0.79,0.87,0.61,0.28,0.0,1.59,8.71,0.02,0.09,0.96,3.16,1.9,2.77,0.0,0.13
548,1964-07-01,11.25,,0.07,0.6,7.93,0.93,0.29,2.8,0.68,6.64,1.15,0.95,1.87,0.1,8.73,2.04,0.43,1.66,0.0
549,1964-08-01,11.5,2.35,3.23,1.29,6.83,8.45,1.42,1.27,0.14,6.1,6.58,1.1,0.94,0.3,11.13,3.89,1.22,4.42,0.03
550,1964-09-01,12.34,5.07,5.44,1.8,4.48,4.33,5.09,1.02,0.0,3.46,1.33,,0.81,0.12,1.66,4.77,2.31,2.76,0.0
551,1964-10-01,2.39,1.23,0.33,0.17,6.69,0.5,0.5,0.0005,0.02,4.27,1.71,,0.0,2.35,9.31,1.42,0.03,0.53,1.09
552,1964-11-01,2.04,2.7,5.44,0.35,2.32,5.96,3.99,1.55,0.1,1.84,4.51,0.16,0.56,8.61,2.17,4.41,1.26,1.37,2.17
553,1964-12-01,10.0,7.62,0.69,1.09,3.57,1.25,0.57,0.45,0.01,3.24,1.24,,1.25,19.54,7.04,8.45,0.47,0.37,6.1
554,1965-01-01,0.92,4.72,3.08,1.22,2.3,1.94,0.39,0.13,0.09,1.74,2.39,,1.35,5.84,1.78,3.86,0.0005,0.7,0.79
555,1965-02-01,5.23,8.5,4.54,0.91,2.24,4.61,0.41,0.3,0.0,1.89,1.59,,1.23,1.86,5.05,6.78,0.6,0.78,0.33
556,1965-03-01,4.93,5.85,1.02,1.39,6.98,3.27,1.0,0.73,0.05,4.33,1.64,,1.06,2.5,6.9,6.63,0.33,0.03,1.63
557,1965-04-01,2.61,0.99,1.56,1.35,3.78,1.1,1.62,1.2,1.27,2.07,9.08,,1.97,4.32,5.23,1.47,1.07,0.61,6.32
558,1965-05-01,0.54,4.96,8.51,0.16,3.24,8.75,4.75,2.62,0.0,0.85,4.91,,2.02,0.69,0.92,3.29,2.95,0.44,0.07
559,1965-06-01,15.31,4.25,1.6,0.91,2.72,4.02,5.23,1.7,0.0005,4.4,3.52,5.67,0.87,0.54,9.57,1.24,2.91,0.77,0.0
560,1965-07-01,8.24,3.14,0.25,0.16,4.04,1.06,0.43,2.2,0.21,3.81,1.84,3.09,1.3,0.7,5.15,1.45,3.61,3.17,0.02
561,1965-08-01,7.28,5.13,1.42,0.18,3.49,1.48,1.7,1.43,0.27,,2.92,,2.0,1.31,3.86,1.46,1.67,1.28,0.0
562,1965-09-01,7.88,8.15,4.88,0.6,4.76,6.65,8.2,1.33,0.0,2.06,7.16,,1.71,0.12,2.85,6.82,2.5,2.37,0.69
563,1965-10-01,2.39,0.23,2.36,0.2,2.08,1.0,4.27,0.35,0.0,1.12,0.43,,1.21,0.56,2.35,0.27,0.53,0.4,0.0
564,1965-11-01,2.63,2.3,3.53,0.92,1.6,1.03,0.0005,0.0,0.86,0.51,0.77,0.03,2.04,12.99,2.72,1.16,0.11,0.22,13.78
565,1965-12-01,5.46,2.57,2.96,3.19,0.16,0.86,1.4,0.51,0.57,0.6,3.51,0.57,3.23,6.4,1.48,2.19,0.46,1.42,5.95
566,1966-01-01,6.05,3.01,1.29,0.35,3.98,2.1,0.29,0.42,0.08,,0.84,0.49,0.41,1.04,6.74,2.32,0.59,0.47,1.56
567,1966-02-01,5.47,5.41,2.43,0.95,4.23,6.19,2.0,0.54,0.04,3.85,4.14,0.4,1.25,3.06,4.76,9.12,0.0005,0.4,1.22
568,1966-03-01,3.08,0.39,1.71,0.34,2.52,1.23,1.23,0.0,0.0,1.33,1.88,0.0005,0.02,1.0,3.0,0.56,0.02,0.03,0.11
569,1966-04-01,2.3,11.99,9.29,0.0005,3.56,4.23,1.73,0.08,0.0005,1.91,3.45,0.77,0.47,1.53,2.68,4.79,0.98,0.28,0.0
570,1966-05-01,11.04,7.89,2.62,0.0005,1.39,5.23,0.12,1.12,0.0,3.34,3.21,0.18,0.83,0.54,3.49,4.88,1.28,0.0,0.51
571,1966-06-01,4.21,0.3,3.01,0.22,2.04,0.92,1.36,1.36,0.0005,3.27,0.9,0.34,0.1,0.28,4.52,0.25,4.8,0.78,0.0
572,1966-07-01,10.47,3.81,2.79,0.09,6.37,3.39,2.48,3.54,0.42,6.55,4.28,1.29,0.97,0.0005,3.32,3.53,0.5,2.24,0.0005
573,1966-08-01,5.25,6.7,7.05,2.17,4.81,4.8,4.81,3.82,0.1,2.92,5.29,1.52,1.26,0.0005,5.84,3.74,4.52,2.06,0.0
574,1966-09-01,5.66,2.11,2.39,2.0,4.53,0.71,2.22,0.18,0.05,4.47,2.23,1.91,0.98,0.42,3.87,1.93,3.01,2.04,0.07
575,1966-10-01,3.99,2.69,0.56,0.25,3.17,1.61,0.62,0.0005,0.0,4.7,1.89,0.45,0.55,0.0,2.72,3.68,0.03,0.55,0.03
576,1966-11-01,1.16,1.3,0.14,0.38,3.39,1.49,0.17,0.03,0.02,1.61,2.36,0.0005,1.45,7.12,1.59,1.03,0.23,0.52,5.3
577,1966-12-01,2.73,4.36,0.73,0.52,2.93,,0.39,0.03,0.08,3.55,2.35,0.16,2.71,10.87,3.37,7.33,0.04,0.59,10.03
578,1967-01-01,4.5,1.97,0.24,0.25,1.41,0.98,0.11,0.0,0.0005,1.89,1.13,0.16,0.81,10.49,3.32,1.23,0.0,0.01,5.67
579,1967-02-01,5.69,2.22,0.68,0.0,3.44,1.5,0.08,0.32,0.0,2.97,0.95,0.0005,0.09,0.57,4.37,2.22,0.01,0.0005,0.3
580,1967-03-01,0.94,2.74,1.45,0.43,2.34,2.35,1.14,0.13,0.0005,2.45,1.79,0.16,0.19,11.53,2.42,2.81,0.42,0.47,3.91
581,1967-04-01,2.06,4.16,3.32,0.08,2.26,7.86,1.7,0.29,0.1,1.43,6.33,0.01,0.38,12.1,4.07,5.07,0.08,0.01,6.31
582,1967-05-01,2.78,7.97,4.5,0.05,5.63,5.94,1.53,0.73,0.0,3.8,3.24,1.9,1.08,1.61,5.27,7.9,0.27,0.37,0.0005
583,1967-06-01,6.75,3.73,1.99,0.47,6.43,4.24,1.12,0.87,0.02,1.56,7.09,1.19,0.45,0.4,5.11,2.47,4.2,1.79,0.01
584,1967-07-01,7.79,5.6,3.6,0.99,4.17,5.28,2.46,5.96,0.13,5.02,2.65,3.46,1.62,0.45,4.09,1.45,4.02,5.46,0.0
585,1967-08-01,9.36,1.07,0.23,0.02,5.98,2.75,1.0,1.94,0.0,5.58,2.24,1.14,3.19,0.53,6.55,4.57,2.19,4.08,0.0
586,1967-09-01,1.91,5.03,6.27,0.13,1.22,3.51,2.17,2.12,0.42,3.23,2.44,1.02,0.63,0.89,3.05,0.61,1.24,3.46,0.37
587,1967-10-01,1.04,3.5,8.97,0.67,1.96,7.34,1.01,0.0,0.0,1.42,9.6,0.7,0.17,0.1,0.88,1.91,0.06,0.2,0.0
588,1967-11-01,0.83,2.26,2.38,1.27,1.75,1.01,0.12,0.1,0.68,2.38,1.07,0.74,0.22,2.61,5.33,2.39,0.07,0.53,5.46
589,1967-12-01,5.11,8.13,4.0,3.98,,5.58,0.83,,0.04,6.01,2.98,0.26,3.68,4.36,3.65,7.25,0.97,1.24,1.02
590,1968-01-01,2.08,7.13,3.75,0.19,3.16,3.99,1.34,1.17,0.0,3.1,3.76,0.1,0.15,3.89,6.47,6.82,1.41,0.03,1.68
591,1968-02-01,3.41,1.92,2.12,1.2,0.43,1.32,1.21,0.57,1.16,1.19,3.39,0.1,0.82,3.85,1.17,2.51,0.43,0.26,1.34
592,1968-03-01,1.53,5.43,4.12,1.04,3.87,7.71,0.91,1.07,0.0005,4.24,4.86,0.37,0.55,2.17,4.07,5.21,1.36,0.6,3.94
593,1968-04-01,0.95,3.7,2.66,0.0005,3.86,4.99,1.16,0.52,0.09,3.62,2.67,0.69,0.65,0.94,4.51,6.66,0.0005,0.33,0.98
594,1968-05-01,6.48,8.88,14.12,0.0005,1.95,11.03,8.38,1.03,0.0,3.31,4.59,0.56,0.63,0.88,5.17,7.23,,0.36,0.0
595,1968-06-01,4.9,4.28,5.39,0.0,2.94,3.52,2.19,0.14,0.26,3.58,5.7,3.29,0.12,,8.07,1.55,0.03,0.05,0.0
596,1968-07-01,7.75,2.73,1.91,1.7,1.8,3.09,4.2,1.87,0.04,2.79,2.4,2.97,1.34,0.22,10.07,1.47,2.89,1.98,0.04
597,1968-08-01,7.58,1.96,1.45,0.59,2.14,1.92,1.54,1.93,0.02,3.06,3.5,1.15,4.95,0.57,,1.76,1.77,4.59,0.11
598,1968-09-01,4.28,3.85,4.57,0.0,1.99,3.9,0.38,0.69,0.0,0.85,2.95,0.74,0.22,0.03,1.36,7.23,0.11,0.82,0.0
599,1968-10-01,2.35,2.82,0.78,0.35,2.79,2.66,2.83,,0.05,2.89,3.45,0.28,0.76,,2.87,3.28,0.39,0.18,1.09
600,1968-11-01,2.26,3.51,5.19,0.91,2.07,6.83,3.68,0.45,0.0,3.18,7.79,0.28,0.59,5.9,4.2,5.58,0.46,0.53,0.87
601,1968-12-01,2.06,5.8,1.85,0.69,2.7,7.74,0.64,0.14,0.0005,2.37,2.71,0.3,1.09,10.01,3.88,6.28,0.13,0.23,2.13
602,1969-01-01,2.04,3.76,0.44,1.37,2.39,4.69,0.03,0.0005,0.3,2.92,2.77,0.0005,3.36,22.34,4.07,3.43,0.0,0.07,25.76
603,1969-02-01,3.85,7.6,2.52,0.78,4.03,2.59,1.93,0.78,1.87,4.37,1.28,0.11,1.72,14.21,2.82,6.0,0.66,0.08,15.03
604,1969-03-01,6.72,6.15,4.17,0.56,4.7,2.6,1.43,0.44,0.25,3.96,3.3,0.87,0.95,3.36,4.78,3.26,0.87,0.58,0.43
605,1969-04-01,1.0,2.59,2.63,0.03,3.17,3.41,1.24,0.82,0.0,2.33,3.04,1.6,0.05,3.78,7.82,5.71,0.77,0.2,1.75
606,1969-05-01,5.83,7.39,5.52,0.26,1.89,3.41,12.05,3.4,0.03,3.39,1.97,2.56,0.56,0.61,3.22,2.41,4.27,1.3,0.04
607,1969-06-01,7.21,5.46,1.48,0.0,3.96,10.35,2.04,2.32,0.1,4.28,6.91,3.38,0.36,1.62,2.29,3.62,3.13,0.05,0.0
608,1969-07-01,9.68,2.73,0.08,0.28,4.21,2.05,1.3,3.42,0.5,4.88,0.83,1.86,2.81,0.15,2.77,2.89,4.02,1.85,0.13
609,1969-08-01,6.55,1.37,1.62,0.14,4.15,1.57,5.93,4.59,0.0,6.5,1.66,1.6,3.46,0.01,5.81,1.95,0.62,3.53,0.0
610,1969-09-01,7.33,1.42,1.49,2.11,2.59,2.41,2.33,2.92,0.0,3.57,3.36,2.47,0.2,0.08,4.36,2.59,3.02,1.19,0.0005
611,1969-10-01,0.95,4.22,4.39,0.08,2.36,7.32,2.07,2.01,0.0,2.38,6.6,2.02,1.97,4.64,0.22,1.71,3.69,0.8,0.0
612,1969-11-01,2.38,7.22,1.84,0.65,1.39,1.45,0.07,0.45,0.37,2.09,0.72,0.28,0.72,1.66,1.33,6.85,0.42,0.25,2.49
613,1969-12-01,6.62,6.66,3.07,0.68,,4.7,0.31,0.95,0.0,5.4,1.5,0.29,0.33,5.92,4.45,9.04,0.97,0.28,0.1
614,1970-01-01,3.99,0.77,0.82,0.0005,1.74,1.18,0.06,0.01,0.0005,1.3,0.55,0.0005,0.19,14.18,2.53,1.16,0.1,0.16,3.33
615,1970-02-01,7.37,4.46,5.06,0.3,2.11,2.73,0.02,0.11,1.36,2.39,0.83,0.0005,0.0005,3.02,2.2,4.37,0.0005,0.18,5.08
616,1970-03-01,8.71,8.04,3.69,2.26,1.4,3.27,2.39,1.04,0.0005,3.81,4.41,0.81,1.93,4.03,4.71,10.18,0.65,0.92,5.32
617,1970-04-01,3.55,5.43,1.62,0.0005,3.9,6.2,3.14,1.95,0.0005,3.19,5.2,1.17,1.13,1.74,1.44,6.12,0.38,0.4,0.0
618,1970-05-01,4.26,5.3,1.94,0.0005,1.7,1.16,4.13,0.27,0.0,1.89,2.84,1.63,0.0005,0.0005,3.51,3.97,0.33,0.0005,0.0
619,1970-06-01,3.87,0.85,1.17,0.0,3.33,4.53,0.94,1.0,0.0,3.44,5.65,0.94,0.5,1.55,2.6,3.34,2.52,0.32,0.0
620,1970-07-01,6.76,4.41,0.52,0.48,2.55,5.67,1.08,2.71,0.0,3.83,0.48,3.88,0.25,0.0,8.5,4.8,1.18,1.63,0.0005
621,1970-08-01,12.68,2.77,0.11,1.02,2.66,4.48,0.92,2.8,0.0005,4.02,3.08,2.1,1.35,,3.37,5.81,1.92,1.72,0.0
622,1970-09-01,2.32,1.52,6.43,2.85,0.49,8.52,2.59,2.72,0.0,,10.9,0.9,2.51,,2.38,2.5,,1.08,0.0
623,1970-10-01,1.84,4.58,7.99,0.44,2.43,4.71,0.66,1.5,0.0,1.72,6.21,0.92,0.78,0.94,9.41,7.05,,1.46,0.0
624,1970-11-01,0.16,3.1,0.2,0.02,1.68,2.41,0.24,0.0005,0.81,3.35,1.98,0.51,1.04,10.39,1.29,1.62,0.0005,0.0,7.73
625,1970-12-01,2.56,3.01,1.35,0.26,3.37,2.57,0.39,0.0005,0.12,1.78,1.8,0.0,1.45,8.87,4.09,2.53,0.02,0.11,7.67
626,1971-01-01,2.59,3.13,0.1,0.22,2.64,2.53,0.8,0.19,0.0,2.18,1.45,0.64,0.13,2.22,5.2,5.32,0.0005,0.0005,1.41
627,1971-02-01,2.77,3.08,1.41,0.35,4.66,2.8,1.14,0.66,0.07,3.71,2.15,0.57,0.39,1.24,4.51,6.35,0.09,0.84,1.27
628,1971-03-01,2.6,2.16,0.26,0.0005,3.56,1.39,0.0005,0.33,0.02,3.0,0.74,0.11,0.05,4.34,,6.0,0.13,0.03,0.9
629,1971-04-01,1.36,2.5,5.32,0.13,2.04,3.39,0.4,0.22,0.02,1.86,2.38,0.91,0.29,0.93,3.58,2.87,0.84,0.22,0.53
630,1971-05-01,2.56,3.38,4.46,0.0005,4.3,2.05,1.94,1.5,0.15,,2.56,3.25,1.26,3.86,4.64,3.95,0.84,0.0005,0.83
631,1971-06-01,7.89,1.85,1.16,0.0,3.77,2.67,3.89,4.86,0.0,4.59,3.49,1.21,0.0005,0.48,3.88,5.02,1.09,0.0,0.0005
632,1971-07-01,5.68,13.47,4.24,0.24,6.74,5.61,2.06,3.35,0.01,3.6,3.0,3.19,0.35,0.05,4.57,5.03,1.93,1.32,0.0
633,1971-08-01,9.56,3.35,2.5,0.99,3.12,1.83,2.36,3.72,0.01,6.02,1.31,1.43,1.71,0.73,,4.31,4.24,4.86,0.0
634,1971-09-01,4.39,2.56,2.08,0.92,1.94,0.97,9.47,1.05,0.05,2.54,4.86,1.33,1.06,1.04,2.47,1.81,3.61,2.2,0.02
635,1971-10-01,3.6,1.09,10.35,0.27,4.11,3.01,2.84,1.14,0.0005,8.67,3.85,2.0,2.59,1.13,3.97,0.35,1.23,1.2,0.13
636,1971-11-01,1.45,3.04,1.28,0.0005,2.81,1.94,0.79,1.52,0.0005,2.8,2.77,1.49,0.92,6.26,2.35,2.34,1.68,0.68,0.59
637,1971-12-01,6.06,4.03,4.96,0.47,3.0,11.07,2.35,0.55,0.63,0.97,5.58,0.06,1.78,11.35,3.66,4.41,0.95,0.75,9.15
638,1972-01-01,5.44,6.87,2.32,0.0,3.21,0.94,0.14,0.11,0.0,1.37,0.28,0.2,0.0005,2.04,6.83,5.76,0.05,0.07,0.37
639,1972-02-01,3.34,0.33,0.36,0.0005,3.83,0.58,0.11,0.03,0.0,4.58,1.03,0.06,0.0,1.35,4.43,0.88,0.17,0.0005,0.5
640,1972-03-01,5.61,4.89,0.75,0.0005,3.76,1.77,0.0005,0.06,0.0,2.59,1.6,0.17,0.0005,0.01,3.24,4.54,0.1,0.0,0.0
641,1972-04-01,1.5,1.5,2.52,0.0005,3.28,2.92,3.01,0.0005,0.09,3.7,3.7,0.42,0.1,5.86,1.1,4.77,0.0,0.05,0.23
642,1972-05-01,6.0,2.68,3.27,0.0005,4.94,2.08,1.76,0.32,0.0,6.74,2.3,1.3,0.0005,0.22,5.93,1.47,1.61,0.08,0.13
643,1972-06-01,10.65,2.38,1.31,1.7,3.92,2.86,1.82,1.23,0.53,4.7,1.27,1.72,1.46,1.29,4.68,5.55,2.48,1.92,0.08
644,1972-07-01,2.95,4.27,2.15,0.72,4.64,4.59,2.04,4.57,0.0,4.92,2.66,0.7,1.32,0.0,3.62,7.04,2.56,1.67,0.0
645,1972-08-01,5.23,2.46,0.89,1.2,0.9,3.1,6.66,5.46,0.05,1.84,2.89,1.91,0.4,1.08,3.54,1.36,1.93,4.05,0.0
646,1972-09-01,0.26,3.22,3.27,0.28,3.99,4.45,0.69,4.56,0.0005,5.15,5.65,1.14,0.86,1.97,1.18,4.08,2.53,0.33,0.04
647,1972-10-01,2.0,6.23,4.34,4.4,5.42,6.16,4.92,1.92,1.09,6.3,6.38,0.4,6.62,1.49,1.32,3.75,3.79,3.2,0.26
648,1972-11-01,4.98,7.55,2.55,1.01,2.6,8.36,1.22,1.12,0.49,5.33,9.26,1.11,1.22,4.48,3.36,10.58,0.9,0.15,4.58
649,1972-12-01,2.98,7.45,1.25,1.56,3.97,2.67,0.44,0.16,0.0005,4.4,2.04,0.31,2.31,4.3,6.44,7.04,0.28,0.19,1.13
650,1973-01-01,5.57,4.73,4.41,0.13,3.73,2.75,3.01,0.67,0.34,2.5,4.71,0.17,1.98,6.1,3.1,5.63,0.79,0.35,8.57
651,1973-02-01,3.37,4.28,2.22,1.36,1.87,2.95,0.39,0.42,1.0,3.77,1.52,0.02,0.7,9.57,4.86,5.5,0.82,0.79,13.58
652,1973-03-01,7.05,9.75,3.99,1.69,7.08,9.08,3.89,2.04,0.57,3.94,9.49,3.06,1.04,4.59,6.22,12.43,1.94,0.97,3.79
653,1973-04-01,6.82,9.37,6.9,0.07,,8.98,3.66,1.39,0.09,,6.65,1.4,0.27,0.35,5.38,11.01,0.95,0.05,0.02
654,1973-05-01,6.14,3.59,1.86,0.1,2.34,3.87,1.81,0.69,0.01,3.7,4.37,2.16,1.0,2.2,5.32,5.42,0.56,0.61,0.0005
655,1973-06-01,6.65,4.46,9.05,0.0005,3.99,5.84,2.18,0.61,0.0005,4.78,7.47,0.43,1.71,0.97,6.85,2.7,0.76,0.35,0.05
656,1973-07-01,12.72,7.92,5.61,1.3,2.98,1.88,3.48,4.59,0.0,4.1,5.23,2.08,0.69,0.0,1.55,6.06,6.35,2.76,0.0
